INSERT student(studentID,name,phone,email,dorm,score_1,score_2,score_3) VALUES
('10903224', 'ÓÈÄĞË ', '17668591567', 'younanchu@stu.kust.edu.cn', 'ã½Ô°6818', 41, 65, 76),
('10903225', 'Á®ÅÉÈë', '13696493372', 'lianpairu@stu.kust.edu.cn', 'ºãÔ°5881', 53, 63, 52),
('10903226', 'Ê±ÄØ·²', '15187407749', 'shinefan@stu.kust.edu.cn', 'Á«»ª2138', 73, 89, 65),
('10903227', 'Ö£Ö®¼¯', '18237555545', 'zhengzhiji@stu.kust.edu.cn', 'Á«»ª6478', 82, 64, 48),
('10903228', 'ÆİÆ÷¿ª', '13955143540', 'qiqikai@stu.kust.edu.cn', 'ã½Ô°6478', 69, 90, 93),
('10903229', 'Æ¤Ôç¾Å', '15368367768', 'pizaojiu@stu.kust.edu.cn', 'ºãÔ°1414', 81, 73, 81),
('10903230', 'á¯ÅóÔÙ', '18301415308', 'cenpengzai@stu.kust.edu.cn', 'Á«»ª1749', 45, 60, 55),
('10903231', 'ÎÀ×øÇ°', '13903279828', 'weizuoqian@stu.kust.edu.cn', 'ÌñÔ°7149', 50, 67, 42),
('10903232', 'ÂíÏòÒÀ', '18452251536', 'maxiangyi@stu.kust.edu.cn', 'ã½Ô°3717', 85, 56, 59),
('10903233', 'ëøÈëÁõ', '13784020831', 'tengruliu@stu.kust.edu.cn', 'Á«»ª9495', 43, 86, 76),
('10903234', '·¶·¢³¡', '15709305551', 'fanfachang@stu.kust.edu.cn', 'âùÔ°5824', 53, 96, 93),
('10903235', 'ÎâÒé¸æ', '18904891600', 'wuyigao@stu.kust.edu.cn', 'Á«»ª3281', 82, 47, 89),
('10903236', '°²¾ÃËã', '13719218048', 'anjiusuan@stu.kust.edu.cn', 'ã½Ô°9285', 79, 85, 73),
('10903237', '²ÜÀï¹û', '13304784065', 'caoliguo@stu.kust.edu.cn', 'ÌñÔ°2597', 46, 86, 75),
('10903238', 'ÑÏÏìË­', '15559750338', 'yanxiangshei@stu.kust.edu.cn', 'ÌñÔ°4552', 40, 72, 66),
('10903239', '¹Ë°ÑÔ¤', '18935649231', 'gubayu@stu.kust.edu.cn', 'Á«»ª9394', 72, 80, 65),
('10903240', '½ğÎª¶à', '15612787240', 'jinweiduo@stu.kust.edu.cn', 'âùÔ°7126', 97, 85, 98),
('10903241', 'ÌÕ±ÊÒı', '13681163965', 'taobiyin@stu.kust.edu.cn', 'ÌñÔ°7977', 85, 89, 47),
('10903242', 'á¯ÒòÈÃ', '17631018038', 'cenyinrang@stu.kust.edu.cn', 'Á«»ª7628', 40, 85, 73),
('10903243', 'ºØÌå·É', '15101795145', 'hetifei@stu.kust.edu.cn', 'âùÔ°8657', 90, 47, 74),
('10903244', 'ÀÉ¿µÔÙ', '18963128700', 'langkangzai@stu.kust.edu.cn', 'âùÔ°9615', 89, 44, 44),
('10903245', 'Æ¤¿¼Êõ', '18491889249', 'pikaoshu@stu.kust.edu.cn', 'Á«»ª6387', 63, 75, 81),
('10903246', 'ÕÅ¾çÏÕ', '13960931287', 'zhangjuxian@stu.kust.edu.cn', 'Á«»ª4231', 59, 87, 59),
('10903247', 'ÃÏÒòÓĞ', '18928290689', 'mengyinyou@stu.kust.edu.cn', 'ÌñÔ°8477', 54, 67, 82),
('10903248', 'Íõ¼ªÅĞ', '15018883210', 'wangjipan@stu.kust.edu.cn', 'ºãÔ°3983', 60, 99, 76),
('10903249', 'ÇØµêÎÀ', '15809845803', 'qindianwei@stu.kust.edu.cn', 'Á«»ª8671', 77, 72, 93),
('10903250', '¿×Ã»µ½', '18464339379', 'kongmeidao@stu.kust.edu.cn', 'Á«»ª1692', 57, 71, 98),
('10903301', 'ÈÎÎÄ·¢', '13733198143', 'renwenfa@stu.kust.edu.cn', 'ã½Ô°5646', 48, 51, 67),
('10903302', '²·Íö±é', '15266821022', 'bowangbian@stu.kust.edu.cn', 'ºãÔ°3617', 50, 79, 94),
('10903303', 'Ë®µº×î', '13687919280', 'shuidaozui@stu.kust.edu.cn', 'Á«»ª4865', 99, 83, 92),
('10903304', 'Ô¬ÁÁ¸è', '15252519865', 'yuanliangge@stu.kust.edu.cn', 'Á«»ª6333', 61, 69, 71),
('10903305', 'Ë®±ğËÀ', '18577978541', 'shuibiesi@stu.kust.edu.cn', 'ã½Ô°3728', 92, 78, 50),
('10903306', 'Éòµ¯¾Å', '15339765240', 'shendanjiu@stu.kust.edu.cn', 'Á«»ª1311', 41, 67, 76),
('10903307', 'ËïºÓÀÖ', '18963729515', 'sunhele@stu.kust.edu.cn', 'ÌñÔ°6926', 87, 99, 89),
('10903308', 'ÄÂ±éÁÖ', '13095953017', 'mubianlin@stu.kust.edu.cn', 'ã½Ô°1892', 92, 74, 77),
('10903309', 'ÄßËÉÆŞ', '18573751936', 'nisongqi@stu.kust.edu.cn', 'ºãÔ°4722', 98, 77, 50),
('10903310', 'ÈÎ½ö¿Î', '13234033442', 'renjinke@stu.kust.edu.cn', 'ÌñÔ°3768', 65, 84, 99),
('10903311', 'ÓÚºÁÎŞ', '15962205063', 'yuhaowu@stu.kust.edu.cn', 'ã½Ô°7376', 76, 95, 66),
('10903312', '±ÏÅ·Êì', '15959353484', 'bioushu@stu.kust.edu.cn', 'ÌñÔ°3877', 78, 55, 92),
('10903313', 'ÑÏ³ä·ò', '18102671496', 'yanchongfu@stu.kust.edu.cn', 'âùÔ°4791', 83, 93, 77),
('10903314', '²·ÔğÔ½', '15622765930', 'bozeyue@stu.kust.edu.cn', 'ÌñÔ°8133', 46, 53, 90),
('10903315', '½¯Ñ½Í´', '13582454157', 'jiangyatong@stu.kust.edu.cn', 'Á«»ª9837', 47, 56, 81),
('10903316', 'Úù¹Â¿¨', '13801243323', 'wuguka@stu.kust.edu.cn', 'ºãÔ°5365', 67, 40, 51),
('10903317', '»ªµ«Ê¶', '15709966331', 'huadanshi@stu.kust.edu.cn', 'âùÔ°2773', 73, 55, 42),
('10903318', 'ëø»ğ¼ª', '18901150846', 'tenghuoji@stu.kust.edu.cn', 'Á«»ª5857', 72, 75, 65),
('10903319', '¿µÖÆÎÊ', '15047405940', 'kangzhiwen@stu.kust.edu.cn', 'ã½Ô°2864', 77, 92, 90),
('10903320', 'Ê©´ò½­', '18502697178', 'shidajiang@stu.kust.edu.cn', 'ºãÔ°5464', 81, 54, 67),
('10903321', 'ÔÆÎÀ²Ê', '15262568324', 'yunweicai@stu.kust.edu.cn', 'ã½Ô°5329', 60, 78, 58),
('10903322', 'Î¤¶«¾ª', '13814834466', 'weidongjing@stu.kust.edu.cn', 'âùÔ°7694', 57, 83, 62),
('10903323', 'ÀÉÆ½Óã', '15560157556', 'langpingyu@stu.kust.edu.cn', 'ºãÔ°6992', 84, 54, 50),
('10903324', '²ıÄ£½Ğ', '18759178475', 'changmojiao@stu.kust.edu.cn', 'ÌñÔ°9161', 44, 68, 45),
('10903325', 'Ô¬½±ÔÙ', '13328365231', 'yuanjiangzai@stu.kust.edu.cn', 'Á«»ª4779', 80, 43, 58),
('10903326', '·ëÀï»ğ', '15829190114', 'fenglihuo@stu.kust.edu.cn', 'ºãÔ°8385', 77, 68, 96),
('10903327', '×Ş»­Ï¸', '18896093004', 'zouhuaxi@stu.kust.edu.cn', 'âùÔ°5819', 96, 94, 47),
('10903328', 'ÀÉÉèÍ»', '15679017496', 'langshetu@stu.kust.edu.cn', 'âùÔ°7574', 90, 88, 94),
('10903329', '½ğÏÔÒ°', '13564143666', 'jinxianye@stu.kust.edu.cn', 'âùÔ°3119', 50, 72, 94),
('10903330', '¹ËÊÜÄï', '17849515596', 'gushouniang@stu.kust.edu.cn', 'ÌñÔ°9177', 47, 91, 47),
('10903331', '·¶Ñù»ú', '15568989979', 'fanyangji@stu.kust.edu.cn', 'ºãÔ°4554', 60, 71, 82),
('10903332', 'Ó÷ÎÀĞÄ', '18287820595', 'yuweixin@stu.kust.edu.cn', 'ã½Ô°4672', 97, 56, 74),
('10903333', 'ĞíÏ¸ĞÂ', '18776491198', 'xuxixin@stu.kust.edu.cn', 'ÌñÔ°9978', 44, 91, 45),
('10903334', '²Ü²®ÄØ', '13769888369', 'caobone@stu.kust.edu.cn', 'Á«»ª3534', 61, 45, 50),
('10903335', '°²ÄÚÃî', '17649913409', 'anneimiao@stu.kust.edu.cn', 'ã½Ô°9739', 91, 46, 88),
('10903336', 'ÒóÅ©·â', '15231526777', 'yinnongfeng@stu.kust.edu.cn', 'ã½Ô°4829', 59, 67, 90),
('10903337', 'Ó÷³ÔÒä', '17884751715', 'yuchiyi@stu.kust.edu.cn', 'âùÔ°5768', 53, 42, 53),
('10903338', 'ÓÈ±£Ñ§', '15955026580', 'youbaoxue@stu.kust.edu.cn', 'ã½Ô°8831', 45, 93, 73),
('10903339', 'ÖìÁô¾Ù', '17851907229', 'zhuliuju@stu.kust.edu.cn', 'ÌñÔ°3659', 85, 96, 56),
('10903340', 'ÅËÍõÄ ', '18506249922', 'panwangzang@stu.kust.edu.cn', 'ºãÔ°5875', 46, 83, 42),
('10903341', 'ËÕÀñ½ô', '18427696931', 'sulijin@stu.kust.edu.cn', 'ÌñÔ°2123', 85, 50, 83),
('10903342', '½¯×´¼º', '18078336120', 'jiangzhuangji@stu.kust.edu.cn', 'ºãÔ°2737', 76, 62, 71),
('10903343', 'ËÕ»ñ¿É', '13837555735', 'suhuoke@stu.kust.edu.cn', 'Á«»ª1134', 47, 79, 87),
('10903344', 'ÕÔÌõÔº', '13152225457', 'zhaotiaoyuan@stu.kust.edu.cn', 'ã½Ô°8398', 90, 90, 80),
('10903345', 'ÛºÁ÷×¼', '13998550291', 'fengliuzhun@stu.kust.edu.cn', 'ºãÔ°2788', 89, 88, 66),
('10903346', 'º«Ê¼°É', '15591792602', 'hanshiba@stu.kust.edu.cn', 'ºãÔ°5721', 82, 44, 96),
('10903347', '·½ÕùÑª', '18021308972', 'fangzhengxue@stu.kust.edu.cn', 'âùÔ°6856', 86, 68, 58),
('10903348', 'ÑÏÏÈÄ³', '18351622449', 'yanxianmou@stu.kust.edu.cn', 'ÌñÔ°1173', 67, 59, 80),
('10903349', '»¨Ãâ°ü', '18928320790', 'huamianbao@stu.kust.edu.cn', 'ºãÔ°9592', 73, 56, 76),
('10903350', '·ÑÌ×´ü', '18723246805', 'feitaodai@stu.kust.edu.cn', 'âùÔ°9996', 94, 98, 60),
('10903401', 'ÃçººË¾', '13010006764', 'miaohansi@stu.kust.edu.cn', 'âùÔ°5751', 73, 70, 78),
('10903402', '²ÜÓ¦Ï£', '13911945786', 'caoyingxi@stu.kust.edu.cn', 'ã½Ô°9182', 81, 50, 68),
('10903403', '·Ñ³ĞÍ¶', '13518934666', 'feichengtou@stu.kust.edu.cn', 'ÌñÔ°7375', 62, 70, 94),
('10903404', 'ÍõÆøÀÕ', '13190294880', 'wangqilei@stu.kust.edu.cn', 'ºãÔ°2371', 75, 69, 53),
('10903405', '×ŞÒôÊÕ', '18517240687', 'zouyinshou@stu.kust.edu.cn', 'ÌñÔ°8241', 74, 64, 51),
('10903406', 'ñ¼¼«Àı', '13639979266', 'doujili@stu.kust.edu.cn', 'ã½Ô°6346', 68, 92, 67),
('10903407', 'ºÍ»ù·ğ', '18991923515', 'hejifu@stu.kust.edu.cn', 'Á«»ª8246', 72, 83, 47),
('10903408', 'ºØ×ù¶Î', '15915608513', 'hezuoduan@stu.kust.edu.cn', 'ÌñÔ°8499', 70, 88, 66),
('10903409', 'ÁøÈÏµ«', '15255579441', 'liurendan@stu.kust.edu.cn', 'ÌñÔ°3653', 40, 85, 68),
('10903410', 'Á®ÄÑ°µ', '13314995576', 'liannanan@stu.kust.edu.cn', 'Á«»ª2771', 66, 45, 51),
('10903411', 'ÕÂ°ËÔö', '15327638801', 'zhangbazeng@stu.kust.edu.cn', 'Á«»ª3462', 66, 81, 72),
('10903412', 'Æ½Á÷¼¶', '18459636947', 'pingliuji@stu.kust.edu.cn', 'âùÔ°8147', 91, 85, 85),
('10903413', 'Ñ¦ÇéÅª', '15724406801', 'xueqingnong@stu.kust.edu.cn', 'ÌñÔ°2575', 62, 93, 80),
('10903414', '×ŞÂ×Çå', '17862110118', 'zoulunqing@stu.kust.edu.cn', 'ã½Ô°8795', 50, 86, 80),
('10903415', 'ÌÀÇ¿µÂ', '15588535788', 'tangqiangde@stu.kust.edu.cn', 'âùÔ°4262', 79, 83, 98),
('10903416', 'Ëï¿éÑé', '18952896358', 'sunkuaiyan@stu.kust.edu.cn', 'ºãÔ°6726', 99, 48, 78),
('10903417', 'ÃçĞŞË÷', '18919878942', 'miaoxiusuo@stu.kust.edu.cn', 'ÌñÔ°8599', 55, 61, 68),
('10903418', 'ÖìºÅĞ»', '15787621305', 'zhuhaoxie@stu.kust.edu.cn', 'Á«»ª4963', 91, 81, 43),
('10903419', 'Îé¼ÊÈÎ', '13486045706', 'wujiren@stu.kust.edu.cn', 'âùÔ°2614', 69, 79, 66),
('10903420', '·ïÔõ°ï', '17753629060', 'fengzenbang@stu.kust.edu.cn', 'Á«»ª9153', 90, 44, 78),
('10903421', '»ª¿ÕÕÒ', '17707703490', 'huakongzhao@stu.kust.edu.cn', 'âùÔ°6385', 88, 96, 82),
('10903422', '·ëÀ´Ô¤', '15787343446', 'fenglaiyu@stu.kust.edu.cn', 'ÌñÔ°6437', 76, 65, 47),
('10903423', 'Îâ¿ÆÓÖ', '18762838140', 'wukeyou@stu.kust.edu.cn', 'ã½Ô°5465', 60, 76, 82),
('10903424', 'À×ÁîÒå', '18601305637', 'leilingyi@stu.kust.edu.cn', 'ºãÔ°5746', 72, 47, 93),
('10903425', 'ÇØ·¿Ïà', '18250920641', 'qinfangxiang@stu.kust.edu.cn', 'Á«»ª4838', 90, 86, 68),
('10903426', 'Åí³µ±Ï', '18735201862', 'pengchebi@stu.kust.edu.cn', 'ÌñÔ°5558', 71, 92, 64),
('10903427', '²ı¿ìÕ÷', '15303657117', 'changkuaizheng@stu.kust.edu.cn', 'ºãÔ°6683', 88, 84, 42),
('10903428', 'ÌÆÌ¸Á÷', '17614952136', 'tangtanliu@stu.kust.edu.cn', 'Á«»ª2284', 86, 99, 68),
('10903429', 'ÓÚºÏÒÅ', '13754423769', 'yuheyi@stu.kust.edu.cn', 'ã½Ô°3146', 48, 72, 55),
('10903430', 'ÆëĞÂÂ¥', '15568128697', 'qixinlou@stu.kust.edu.cn', 'Á«»ª5322', 49, 98, 89),
('10903431', '·¶ÑóĞË', '15595705119', 'fanyangxing@stu.kust.edu.cn', 'Á«»ª7846', 80, 65, 58),
('10903432', 'ºÂÍ¬µÜ', '18493939125', 'haotongdi@stu.kust.edu.cn', 'âùÔ°2368', 93, 97, 83),
('10903433', 'ÄÂÊÀ³ª', '15550218283', 'mushichang@stu.kust.edu.cn', 'Á«»ª5713', 93, 81, 85),
('10903434', '·Ñ±ßÅĞ', '13595800079', 'feibianpan@stu.kust.edu.cn', 'ÌñÔ°4423', 41, 75, 78),
('10903435', 'ÅíºÍÏÕ', '17702938521', 'penghexian@stu.kust.edu.cn', 'ºãÔ°3451', 40, 63, 90),
('10903436', '±ÏÄá´æ', '13175637477', 'binicun@stu.kust.edu.cn', 'ºãÔ°5789', 62, 78, 92),
('10903437', '»ª»ÆÕı', '15500248343', 'huahuangzheng@stu.kust.edu.cn', 'ã½Ô°1163', 96, 81, 67),
('10903438', 'Ê·ÌõºÍ', '13547671125', 'shitiaohe@stu.kust.edu.cn', 'ã½Ô°2538', 50, 77, 47),
('10903439', '¿×ÌØ¶Ù', '13830970763', 'kongtedun@stu.kust.edu.cn', 'ÌñÔ°7316', 94, 89, 50),
('10903440', 'Ë®¾Å¼Ã', '17805785108', 'shuijiuji@stu.kust.edu.cn', 'ã½Ô°3955', 69, 49, 51),
('10903441', 'ÓáÒ»¼Û', '18537969060', 'yuyijia@stu.kust.edu.cn', 'âùÔ°2335', 78, 73, 65),
('10903442', 'ÃçÆ¬¸Ï', '13651715966', 'miaopiangan@stu.kust.edu.cn', 'ºãÔ°9661', 50, 70, 79),
('10903443', 'ÂŞÃØµ½', '18776596276', 'luomidao@stu.kust.edu.cn', 'ºãÔ°5178', 55, 95, 69),
('10903444', 'ñ¼½ÇÈô', '15998500419', 'doujiaoruo@stu.kust.edu.cn', 'âùÔ°1443', 98, 99, 86),
('10903445', 'ÇØ¾õÃÉ', '18927165147', 'qinjuemeng@stu.kust.edu.cn', 'ºãÔ°8376', 72, 84, 81),
('10903446', '×ŞÃ¦¾Í', '18847109053', 'zoumangjiu@stu.kust.edu.cn', 'ºãÔ°8567', 58, 91, 61),
('10903447', 'ÂÀÌÃ±ê', '18361017183', 'lvtangbiao@stu.kust.edu.cn', 'Á«»ª8332', 77, 48, 95),
('10903448', 'Úù¼Ó²î', '13403874511', 'wujiacha@stu.kust.edu.cn', 'Á«»ª7611', 79, 64, 71),
('10903449', '¸ğÁ³Ê½', '13430970457', 'gelianshi@stu.kust.edu.cn', 'ºãÔ°7715', 97, 58, 86),
('10903450', 'Ê±»ïÒÁ', '15197050284', 'shihuoyi@stu.kust.edu.cn', 'ã½Ô°2292', 86, 79, 71),
('10903501', 'Òó½ôÁì', '18002824661', 'yinjinling@stu.kust.edu.cn', 'Á«»ª1757', 51, 42, 71),
('10903502', '²ı¶¯¸¶', '18461198160', 'changdongfu@stu.kust.edu.cn', 'ã½Ô°4738', 49, 73, 70),
('10903503', 'ÎÀ¼«Î¬', '15176823937', 'weijiwei@stu.kust.edu.cn', 'ÌñÔ°4941', 90, 41, 65),
('10903504', '»ª³ »ñ', '17776420559', 'huaqinghuo@stu.kust.edu.cn', 'ÌñÔ°4645', 70, 61, 80),
('10903505', 'ÄÂ¶«Î´', '13064750331', 'mudongwei@stu.kust.edu.cn', 'ã½Ô°6752', 91, 51, 80),
('10903506', 'ÎâÌá°ì', '15286790843', 'wutiban@stu.kust.edu.cn', 'âùÔ°7718', 48, 46, 81),
('10903507', 'ĞíÄî½²', '15308173480', 'xunianjiang@stu.kust.edu.cn', 'Á«»ª6615', 94, 67, 56),
('10903508', 'ÕÂµ¥Ö°', '18905622033', 'zhangdanzhi@stu.kust.edu.cn', 'ÌñÔ°8657', 88, 72, 49),
('10903509', 'ÑîµÛ°å', '18622851177', 'yangdiban@stu.kust.edu.cn', 'âùÔ°1265', 63, 43, 91),
('10903510', 'Ê©¼¯¾İ', '18556158653', 'shijiju@stu.kust.edu.cn', 'ã½Ô°4882', 43, 84, 80),
('10903511', 'ÔªÆÚÖ§', '13198203307', 'yuanqizhi@stu.kust.edu.cn', 'ÌñÔ°9323', 61, 93, 96),
('10903512', '±åÅ·Ê²', '17790090838', 'bianoushen@stu.kust.edu.cn', 'âùÔ°9495', 87, 77, 96),
('10903513', 'ÓÈ²ãÌá', '13241884219', 'youcengti@stu.kust.edu.cn', 'ÌñÔ°6531', 99, 96, 63),
('10903514', 'ÒüµÛÔì', '18812397722', 'yindizao@stu.kust.edu.cn', 'Á«»ª3612', 61, 51, 58),
('10903515', 'ĞíÈëÃ×', '18883966017', 'xurumi@stu.kust.edu.cn', 'ÌñÔ°9639', 54, 90, 47),
('10903516', '¹ËÂäÍ¼', '18640860169', 'guluotu@stu.kust.edu.cn', 'ºãÔ°8586', 58, 66, 99),
('10903517', 'ºÂĞøÓÅ', '18853767372', 'haoxuyou@stu.kust.edu.cn', 'ã½Ô°5453', 65, 60, 80),
('10903518', 'ëøÑ°Ïû', '15121375987', 'tengxunxiao@stu.kust.edu.cn', 'ÌñÔ°5491', 88, 67, 93),
('10903519', 'ñ¼½¨ÉÆ', '13637547978', 'doujianshan@stu.kust.edu.cn', 'âùÔ°9391', 59, 65, 60),
('10903520', 'Ûº½üÉ­', '18864796485', 'fengjinsen@stu.kust.edu.cn', 'Á«»ª7845', 61, 97, 73),
('10903521', 'ÈÎÖµ·¶', '13398469877', 'renzhifan@stu.kust.edu.cn', 'âùÔ°7896', 81, 66, 57),
('10903522', '¸ğµ¯Ö¸', '13462567662', 'gedanzhi@stu.kust.edu.cn', 'ºãÔ°9543', 88, 66, 52),
('10903523', 'Ê©´òÃ×', '15276616242', 'shidami@stu.kust.edu.cn', 'ã½Ô°8865', 66, 62, 92),
('10903524', 'Æİ²»Ì¹', '15063500384', 'qibutan@stu.kust.edu.cn', 'ÌñÔ°2184', 61, 54, 85),
('10903525', '³Â¸ïÍÁ', '13260659795', 'chengetu@stu.kust.edu.cn', 'ºãÔ°2724', 77, 91, 42),
('10903526', '·¶Ï¸Ö±', '15309096846', 'fanxizhi@stu.kust.edu.cn', 'âùÔ°3813', 89, 93, 41),
('10903527', 'ÃÏÁ÷ÎŞ', '13403288180', 'mengliuwu@stu.kust.edu.cn', 'ºãÔ°5174', 47, 48, 74),
('10903528', '»¨Íù×´', '17739043952', 'huawangzhuang@stu.kust.edu.cn', 'Á«»ª8113', 77, 92, 81),
('10903529', 'ÔÆÑ¹È¥', '18774873905', 'yunyaqu@stu.kust.edu.cn', 'âùÔ°2279', 87, 40, 95),
('10903530', 'Ë®ÆÚÏã', '15322316417', 'shuiqixiang@stu.kust.edu.cn', 'ã½Ô°8141', 50, 86, 91),
('10903531', 'ÖìÇóÀñ', '18618769280', 'zhuqiuli@stu.kust.edu.cn', 'ã½Ô°9127', 40, 51, 71),
('10903532', 'ºØ³ÌÊ¥', '17708223747', 'hechengsheng@stu.kust.edu.cn', 'Á«»ª6689', 84, 91, 97),
('10903533', '½ªÊéÂ¥', '18682500852', 'jiangshulou@stu.kust.edu.cn', 'âùÔ°7354', 54, 52, 47),
('10903534', '·¶»÷¼±', '13305487294', 'fanjiji@stu.kust.edu.cn', 'âùÔ°2269', 99, 94, 60),
('10903535', 'ñ¼Í·¸£', '18481515062', 'doutoufu@stu.kust.edu.cn', 'ã½Ô°6296', 78, 40, 61),
('10903536', 'Æ¤Äª·²', '15561628860', 'pimofan@stu.kust.edu.cn', 'ÌñÔ°8168', 56, 79, 57),
('10903537', 'Á®¾É´ï', '15930091687', 'lianjiuda@stu.kust.edu.cn', 'ã½Ô°8591', 54, 50, 56),
('10903538', 'ÂÀÊÔÀö', '17622484322', 'lvshili@stu.kust.edu.cn', 'Á«»ª7575', 83, 69, 77),
('10903539', 'ÕÅÈıÉõ', '15018183497', 'zhangsanshen@stu.kust.edu.cn', 'âùÔ°9956', 42, 74, 98),
('10903540', 'ÖÜ¹ÇÀû', '17756631145', 'zhouguli@stu.kust.edu.cn', 'ÌñÔ°9784', 44, 65, 96),
('10903541', 'ÌÆ»¹½±', '13578643518', 'tanghaijiang@stu.kust.edu.cn', 'âùÔ°3897', 49, 93, 45),
('10903542', '²ıÊ²°Í', '15764387583', 'changshenba@stu.kust.edu.cn', 'âùÔ°6634', 69, 52, 48),
('10903543', 'Â³Ìøµô', '13574981429', 'lutiaodiao@stu.kust.edu.cn', 'ÌñÔ°4542', 63, 77, 72),
('10903544', '·ë½«ÑĞ', '18324739752', 'fengjiangyan@stu.kust.edu.cn', 'ã½Ô°2585', 43, 41, 82),
('10903545', 'ÂŞÌıÀî', '17899558340', 'luotingli@stu.kust.edu.cn', 'Á«»ª4471', 81, 57, 63),
('10903546', 'ÓÚÖÕÕÂ', '13172323642', 'yuzhongzhang@stu.kust.edu.cn', 'Á«»ª4598', 80, 94, 88),
('10903547', 'ÖìÒµË¯', '18407932281', 'zhuyeshui@stu.kust.edu.cn', 'Á«»ª3371', 55, 93, 76),
('10903548', 'ÀîÇëËµ', '17748486619', 'liqingshuo@stu.kust.edu.cn', 'ÌñÔ°5723', 44, 47, 56),
('10903549', 'Òü²¡¹ú', '15982215080', 'yinbingguo@stu.kust.edu.cn', 'ÌñÔ°6543', 50, 86, 95),
('10903550', '·¶ÌØ±¦', '18919601658', 'fantebao@stu.kust.edu.cn', 'ÌñÔ°5971', 97, 57, 45),
('10903601', 'º«ºöÒ½', '18252632836', 'hanhuyi@stu.kust.edu.cn', 'âùÔ°4358', 71, 86, 73),
('10903602', 'ÅËÑ©Ê¯', '15992030186', 'panxueshi@stu.kust.edu.cn', 'Á«»ª1326', 67, 51, 68),
('10903603', '¿µÔÙËÍ', '15027729282', 'kangzaisong@stu.kust.edu.cn', 'Á«»ª7398', 87, 88, 42),
('10903604', 'ÓàÖªÉ­', '18944314936', 'yuzhisen@stu.kust.edu.cn', 'ºãÔ°3688', 65, 97, 90),
('10903605', 'ÓÚÍÅÆ÷', '17722818922', 'yutuanqi@stu.kust.edu.cn', 'ã½Ô°9499', 54, 84, 84),
('10903606', 'ÑÏ³£¹ã', '15330770805', 'yanchangguang@stu.kust.edu.cn', 'ºãÔ°9746', 67, 86, 40),
('10903607', 'ÖÜÁéĞÎ', '15612633077', 'zhoulingxing@stu.kust.edu.cn', 'âùÔ°1224', 56, 83, 98),
('10903608', '½¯Ïë»î', '17894437210', 'jiangxianghuo@stu.kust.edu.cn', 'ÌñÔ°5242', 65, 45, 96),
('10903609', '²Ü¼Íµ£', '17609510465', 'caojidan@stu.kust.edu.cn', 'âùÔ°4722', 94, 42, 54),
('10903610', 'Ê·ÊÖ²¿', '17894475588', 'shishoubu@stu.kust.edu.cn', 'ã½Ô°3388', 90, 71, 65),
('10903611', 'ºØĞÎÎ¢', '15122060591', 'hexingwei@stu.kust.edu.cn', 'âùÔ°7993', 52, 59, 63),
('10903612', 'Óà¹Ø³Á', '17863478521', 'yuguanchen@stu.kust.edu.cn', 'Á«»ª4232', 88, 79, 42),
('10903613', '×ŞµºÆû', '15835590397', 'zoudaoqi@stu.kust.edu.cn', 'Á«»ª7212', 90, 58, 89),
('10903614', '½ğ»ï¼Ì', '13342484052', 'jinhuoji@stu.kust.edu.cn', 'Á«»ª4827', 66, 80, 81),
('10903615', 'Æ¤Çáºì', '15502745194', 'piqinghong@stu.kust.edu.cn', 'ÌñÔ°2799', 94, 99, 81),
('10903616', 'ÄÂ¶ÙËû', '18562733291', 'mudunta@stu.kust.edu.cn', 'Á«»ª3916', 87, 68, 75),
('10903617', '¿µÌıÆ½', '17884624163', 'kangtingping@stu.kust.edu.cn', 'ºãÔ°3951', 68, 70, 81),
('10903618', 'ÈÎÖ÷²¢', '13667444535', 'renzhubing@stu.kust.edu.cn', 'ã½Ô°7143', 84, 75, 52),
('10903619', 'á¯Ê××ó', '18758333222', 'censhouzuo@stu.kust.edu.cn', 'ºãÔ°1973', 68, 69, 45),
('10903620', 'Ñ¦½Ö×Ô', '18008868974', 'xuejiezi@stu.kust.edu.cn', 'ã½Ô°3831', 48, 93, 93),
('10903621', 'ÕÂÍâÖÓ', '18975135210', 'zhangwaizhong@stu.kust.edu.cn', 'ÌñÔ°8797', 69, 57, 88),
('10903622', '½ª²Ê²©', '18522111362', 'jiangcaibo@stu.kust.edu.cn', 'ºãÔ°2387', 44, 92, 88),
('10903623', '»¨ĞûÒı', '18993079652', 'huaxuanyin@stu.kust.edu.cn', 'âùÔ°5222', 89, 77, 48),
('10903624', 'ÈÎ»¯Áõ', '18609130109', 'renhualiu@stu.kust.edu.cn', 'ã½Ô°2319', 90, 45, 62),
('10903625', 'Î¤Ê¥ÂÃ', '13298917059', 'weishenglv@stu.kust.edu.cn', 'Á«»ª9195', 99, 40, 68),
('10903626', '½ğÀÏ·â', '17718722695', 'jinlaofeng@stu.kust.edu.cn', 'Á«»ª9273', 98, 81, 41),
('10903627', 'ÛºÕ¹½ô', '13193527665', 'fengzhanjin@stu.kust.edu.cn', 'ºãÔ°7713', 56, 66, 99),
('10903628', 'ÒüÇòÏ·', '18738176621', 'yinqiuxi@stu.kust.edu.cn', 'ºãÔ°1233', 67, 55, 41),
('10903629', '½ğÎ¢·ñ', '15347864183', 'jinweifou@stu.kust.edu.cn', 'ÌñÔ°8542', 45, 65, 65),
